"Intersection","Good","Byzantine","Kendall_Mean","Kendall_SD","Spearman_Mean","Spearman_SD"
"B'",210,90,0.781874907677357,0.037212942398814,0.928187915166066,0.023281300889425
"B'",211,89,0.777943089273624,0.0414459711504376,0.924197388528871,0.0275957309308564
"B'",212,88,0.774442972660762,0.0453638348148072,0.92244141430157,0.0286162347609773
"B'",213,87,0.78541220657277,0.0390774435270321,0.929715624841486,0.0245936054477663
"B'",214,86,0.793901506770933,0.0367282566253953,0.934345311956558,0.0230766710163885
"B'",215,85,0.791900673943996,0.0393258925098791,0.932054974175717,0.0253710573184002
"B'",216,84,0.794491458805745,0.0462916105534137,0.932846623093682,0.0302509101586099
"B'",217,83,0.798883325496097,0.0387925880358164,0.936015835274202,0.0230188893375775
"B'",218,82,0.800360082381577,0.0371320500257817,0.938121303567299,0.0205945315326877
"B'",219,81,0.80298425123474,0.0394262901821746,0.938455969785174,0.0243302270904109
"B'",220,80,0.801661001855288,0.0366693976372456,0.93811684382844,0.0241703118866806
"B'",221,79,0.810302262443439,0.0326546846881757,0.943523406104523,0.0179789330053036
"B'",222,78,0.809731347674205,0.0351706824092062,0.942710775120859,0.0227030599830685
"B'",223,77,0.813077477807266,0.0327584035207713,0.944647049133555,0.0185084459597855
"B'",224,76,0.811306413994169,0.0380232903596563,0.943000437317784,0.021567841346147
"B'",225,75,0.816425795918367,0.0362044796402233,0.946495948779512,0.0218114187310371
"B'",226,74,0.826172873397147,0.0290138541361187,0.951114619299047,0.0150373009358184
"B'",227,73,0.824599262788816,0.0333766344289191,0.949778787990967,0.0171115556363239
"B'",228,72,0.827628070175439,0.0330755692402892,0.952186963206335,0.0170447911892862
"B'",229,71,0.826612530077533,0.0416916928669499,0.951180981038704,0.0208432785639758
"B'",230,70,0.836441100266193,0.0345239749552349,0.956297660629469,0.0169970552405322
"B'",231,69,0.83374361692729,0.0366158370337249,0.955324750159804,0.0171317759534025
"B'",232,68,0.836189725545391,0.0309822436993581,0.957322092975121,0.0146482883758245
"B'",233,67,0.839978278006482,0.0339345001929494,0.957982640953377,0.0168605048514298
"B'",234,66,0.839359497645212,0.0351920889127808,0.957310678117401,0.0178905285856027
"B'",235,65,0.843787338254451,0.0346042951233881,0.958846950524891,0.0172345728233581
"B'",236,64,0.84478076790038,0.0354953947853443,0.960356147882882,0.0170487251325016
"B'",237,63,0.852700111943512,0.0348505009136458,0.96392795497946,0.0164965975242069
